성인/소아,신체계통,증상,1/2차 구분,KTAS 단계,고려사항
성인,몸통외상,단독 흉부 외상 - 관통상,1차,1,중증 호흡곤란
성인,몸통외상,단독 흉부 외상 - 관통상,1차,1,쇼크
성인,몸통외상,단독 흉부 외상 - 관통상,1차,1,무의식
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,중등도 호흡곤란
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,혈역학적 장애
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,의식변화
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,"열, 면역저하 상태"
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,패혈증 의증
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,급성 중심성 중증 통증
성인,몸통외상,단독 흉부 외상 - 관통상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,몸통외상,단독 흉부 외상 - 관통상,2차,2,단독 흉부 외상 - 관통상
성인,몸통외상,단독 흉부 외상 - 둔상,1차,1,중증 호흡곤란
성인,몸통외상,단독 흉부 외상 - 둔상,1차,1,쇼크
성인,몸통외상,단독 흉부 외상 - 둔상,1차,1,무의식
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,중등도 호흡곤란
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,혈역학적 장애
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,의식변화
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,"열, 면역저하 상태"
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,패혈증 의증
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,급성 중심성 중증 통증
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,몸통외상,단독 흉부 외상 - 둔상,1차,2,고위험성 사고기전
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,경증 호흡곤란
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,전신염증반응증후군
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,열 (아파 보임)
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,급성 중심성 중등도 통증
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,급성 말초성 중증 통증
성인,몸통외상,단독 흉부 외상 - 둔상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,몸통외상,단독 흉부 외상 - 둔상,1차,4,열 (건강해 보임)
성인,몸통외상,단독 흉부 외상 - 둔상,1차,4,급성 중심성 경증 통증
성인,몸통외상,단독 흉부 외상 - 둔상,1차,4,급성 말초성 중등도 통증
성인,몸통외상,단독 흉부 외상 - 둔상,1차,5,급성 말초성 경증 통증
성인,몸통외상,단독 흉부 외상 - 둔상,2차,3,흉벽 통증에 기인한 말초성 통증
성인,몸통외상,단독 흉부 외상 - 둔상,2차,4,단독 흉부 외상 - 둔상 (건강해 보임)
성인,몸통외상,단독 복부 외상 - 관통상,1차,1,중증 호흡곤란
성인,몸통외상,단독 복부 외상 - 관통상,1차,1,쇼크
성인,몸통외상,단독 복부 외상 - 관통상,1차,1,무의식
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,중등도 호흡곤란
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,혈역학적 장애
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,의식변화
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,"열, 면역저하 상태"
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,패혈증 의증
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,급성 중심성 중증 통증
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,몸통외상,단독 복부 외상 - 관통상,1차,2,고위험성 사고기전
성인,몸통외상,단독 복부 외상 - 관통상,2차,2,단독 복부 외상 - 관통상
성인,몸통외상,단독 복부 외상 - 둔상,1차,1,중증 호흡곤란
성인,몸통외상,단독 복부 외상 - 둔상,1차,1,쇼크
성인,몸통외상,단독 복부 외상 - 둔상,1차,1,무의식
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,중등도 호흡곤란
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,혈역학적 장애
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,의식변화
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,"열, 면역저하 상태"
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,패혈증 의증
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,급성 중심성 중증 통증
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,몸통외상,단독 복부 외상 - 둔상,1차,2,고위험성 사고기전
성인,몸통외상,단독 복부 외상 - 둔상,1차,3,경증 호흡곤란
성인,몸통외상,단독 복부 외상 - 둔상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,몸통외상,단독 복부 외상 - 둔상,1차,3,전신염증반응증후군
성인,몸통외상,단독 복부 외상 - 둔상,1차,3,열 (아파 보임)
성인,몸통외상,단독 복부 외상 - 둔상,1차,3,급성 중심성 중등도 통증
성인,몸통외상,단독 복부 외상 - 둔상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,몸통외상,단독 복부 외상 - 둔상,1차,4,열 (건강해 보임)
성인,몸통외상,단독 복부 외상 - 둔상,1차,4,급성 중심성 경증 통증
성인,몸통외상,단독 복부 외상 - 둔상,2차,4,단독 복부 외상 - 둔상 (건강해 보임)
성인,일반,감염성 질환에 노출,2차,5,감염성 질환에 노출
성인,일반,열,1차,1,중증 호흡곤란
성인,일반,열,1차,1,쇼크
성인,일반,열,1차,1,무의식
성인,일반,열,1차,2,중등도 호흡곤란
성인,일반,열,1차,2,혈역학적 장애
성인,일반,열,1차,2,의식변화
성인,일반,열,1차,2,"열, 면역저하 상태"
성인,일반,열,1차,2,패혈증 의증
성인,일반,열,1차,3,경증 호흡곤란
성인,일반,열,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,열,1차,3,전신염증반응증후군
성인,일반,열,1차,3,열 (아파 보임)
성인,일반,열,1차,4,열 (건강해 보임)
성인,일반,열,2차,2,점 발진
성인,일반,고혈당,1차,1,중증 호흡곤란
성인,일반,고혈당,1차,1,쇼크
성인,일반,고혈당,1차,1,무의식
성인,일반,고혈당,1차,2,중등도 호흡곤란
성인,일반,고혈당,1차,2,혈역학적 장애
성인,일반,고혈당,1차,2,의식변화
성인,일반,고혈당,1차,2,"열, 면역저하 상태"
성인,일반,고혈당,1차,2,패혈증 의증
성인,일반,고혈당,1차,3,경증 호흡곤란
성인,일반,고혈당,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,고혈당,1차,3,전신염증반응증후군
성인,일반,고혈당,1차,3,열 (아파 보임)
성인,일반,고혈당,2차,2,"혈당 > 324mg/dl, 증상 있음"
성인,일반,고혈당,2차,3,"혈당 > 324mg/dl, 무증상"
성인,일반,저혈당,1차,1,중증 호흡곤란
성인,일반,저혈당,1차,1,쇼크
성인,일반,저혈당,1차,1,무의식
성인,일반,저혈당,1차,2,중등도 호흡곤란
성인,일반,저혈당,1차,2,혈역학적 장애
성인,일반,저혈당,1차,2,의식변화
성인,일반,저혈당,1차,2,"열, 면역저하 상태"
성인,일반,저혈당,1차,2,패혈증 의증
성인,일반,저혈당,1차,3,경증 호흡곤란
성인,일반,저혈당,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,저혈당,1차,3,전신염증반응증후군
성인,일반,저혈당,1차,3,열 (아파 보임)
성인,일반,저혈당,2차,2,혈당 <54mg/dl
성인,일반,저혈당,2차,2,"혈당 54-70mg/dl이면서 저혈당 증상 동반 (의식혼미, 식은땀, 행동변화, 발작 등)"
성인,일반,저혈당,2차,3,혈당 54-70mg/dl이면서 무증상
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,1,중증 호흡곤란
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,1,쇼크
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,1,무의식
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,2,중등도 호흡곤란
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,2,혈역학적 장애
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,2,의식변화
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,2,"열, 면역저하 상태"
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,2,패혈증 의증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,2,급성 중심성 중증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,경증 호흡곤란
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,전신염증반응증후군
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,열 (아파 보임)
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,급성 중심성 중등도 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,급성 말초성 중증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,3,만성 중심성 중증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,4,열 (건강해 보임)
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,4,급성 중심성 경증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,4,급성 말초성 중등도 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,4,만성 중심성 중등도 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,4,만성 말초성 중증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,5,만성 중심성 경증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,5,급성 말초성 경증 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,1차,5,만성 말초성 경증/중등도 통증
성인,일반,전문 진료를 위해서 의뢰된 환자,2차,2,"ST분절상승 심근경색, 초급성 뇌경색 등으로 의뢰된 환자"
성인,일반,전문 진료를 위해서 의뢰된 환자,2차,2,바로 치료가 시작되어야 할 위험수치나 이상소견
성인,일반,전문 진료를 위해서 의뢰된 환자,2차,3,"수술 및 시술, 지속감시가 필요하여 의뢰된 환자"
성인,일반,전문 진료를 위해서 의뢰된 환자,2차,5,"전문진료를 위해 의뢰되었으나 수술 및 시술, 지속감시가 필요없는 환자"
성인,일반,드레싱 교체,1차,3,경증 호흡곤란
성인,일반,드레싱 교체,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,드레싱 교체,1차,3,전신염증반응증후군
성인,일반,드레싱 교체,1차,3,열 (아파 보임)
성인,일반,드레싱 교체,1차,3,급성 말초성 중증 통증
성인,일반,드레싱 교체,1차,4,열 (건강해 보임)
성인,일반,드레싱 교체,1차,4,급성 말초성 중등도 통증
성인,일반,드레싱 교체,1차,5,급성 말초성 경증 통증
성인,일반,드레싱 교체,2차,5,드레싱 교체
성인,피부,스테이플 / 봉합사 제거,1차,3,경증 호흡곤란
성인,피부,스테이플 / 봉합사 제거,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,스테이플 / 봉합사 제거,1차,3,전신염증반응증후군
성인,피부,스테이플 / 봉합사 제거,1차,3,열 (아파 보임)
성인,피부,스테이플 / 봉합사 제거,1차,3,급성 말초성 중증 통증
성인,피부,스테이플 / 봉합사 제거,1차,4,열 (건강해 보임)
성인,피부,스테이플 / 봉합사 제거,1차,4,급성 말초성 중등도 통증
성인,피부,스테이플 / 봉합사 제거,1차,5,급성 말초성 경증 통증
성인,피부,스테이플 / 봉합사 제거,2차,5,스테이플 / 봉합사 제거
성인,근골격계,석고 붕대 확인,1차,3,급성 말초성 중증 통증
성인,근골격계,석고 붕대 확인,1차,4,급성 말초성 중등도 통증
성인,근골격계,석고 붕대 확인,1차,5,급성 말초성 경증 통증
성인,근골격계,석고 붕대 확인,2차,3,석고붕대가 꽉 끼어 신경혈관 장애를 동반함
성인,근골격계,석고 붕대 확인,2차,4,"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없음"
성인,근골격계,석고 붕대 확인,2차,5,석고붕대 체크 또는 석고붕대 교환
성인,일반,영상 검사 / 검사실 검사,2차,5,영상 검사 / 검사실 검사
성인,일반,의료 장비 문제,1차,1,중증 호흡곤란
성인,일반,의료 장비 문제,1차,1,쇼크
성인,일반,의료 장비 문제,1차,1,무의식
성인,일반,의료 장비 문제,1차,2,중등도 호흡곤란
성인,일반,의료 장비 문제,1차,2,혈역학적 장애
성인,일반,의료 장비 문제,1차,2,의식변화
성인,일반,의료 장비 문제,1차,2,"열, 면역저하 상태"
성인,일반,의료 장비 문제,1차,2,패혈증 의증
성인,일반,의료 장비 문제,1차,2,급성 중심성 중증 통증
성인,일반,의료 장비 문제,1차,3,경증 호흡곤란
성인,일반,의료 장비 문제,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,의료 장비 문제,1차,3,전신염증반응증후군
성인,일반,의료 장비 문제,1차,3,열 (아파 보임)
성인,일반,의료 장비 문제,1차,3,급성 중심성 중등도 통증
성인,일반,의료 장비 문제,1차,3,급성 말초성 중증 통증
성인,일반,의료 장비 문제,1차,4,열 (건강해 보임)
성인,일반,의료 장비 문제,1차,4,급성 중심성 경증 통증
성인,일반,의료 장비 문제,1차,4,급성 말초성 중등도 통증
성인,일반,의료 장비 문제,2차,4,"의료 장비 문제, 증상이나 불편함이 없음"
성인,일반,처방전 / 투약 문의,2차,5,처방전 / 투약 문의
성인,일반,반지 제거,1차,3,전신염증반응증후군
성인,일반,반지 제거,1차,3,열 (아파 보임)
성인,일반,반지 제거,1차,3,급성 말초성 중증 통증
성인,일반,반지 제거,1차,4,열 (건강해 보임)
성인,일반,반지 제거,1차,4,급성 말초성 중등도 통증
성인,일반,반지 제거,1차,5,급성 말초성 경증 통증
성인,일반,반지 제거,2차,5,반지 제거
성인,일반,비정상 검사 결과,1차,1,중증 호흡곤란
성인,일반,비정상 검사 결과,1차,1,쇼크
성인,일반,비정상 검사 결과,1차,1,무의식
성인,일반,비정상 검사 결과,1차,2,중등도 호흡곤란
성인,일반,비정상 검사 결과,1차,2,혈역학적 장애
성인,일반,비정상 검사 결과,1차,2,의식변화
성인,일반,비정상 검사 결과,1차,2,"열, 면역저하 상태"
성인,일반,비정상 검사 결과,1차,2,패혈증 의증
성인,일반,비정상 검사 결과,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,일반,비정상 검사 결과,1차,3,경증 호흡곤란
성인,일반,비정상 검사 결과,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,비정상 검사 결과,1차,3,전신염증반응증후군
성인,일반,비정상 검사 결과,1차,3,열 (아파 보임)
성인,일반,비정상 검사 결과,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,일반,비정상 검사 결과,1차,4,열 (건강해 보임)
성인,일반,비정상 검사 결과,2차,2,바로 치료가 시작되어야 할 위험수치나 이상소견
성인,일반,비정상 검사 결과,2차,3,위험수치나 이상소견에 해당되나 정상 활력징후
성인,일반,비정상 검사 결과,2차,5,위험수치나 이상소견에 해당되지 않으며 정상 활력징후
성인,일반,창백함 / 빈혈,1차,1,중증 호흡곤란
성인,일반,창백함 / 빈혈,1차,1,쇼크
성인,일반,창백함 / 빈혈,1차,1,무의식
성인,일반,창백함 / 빈혈,1차,2,중등도 호흡곤란
성인,일반,창백함 / 빈혈,1차,2,혈역학적 장애
성인,일반,창백함 / 빈혈,1차,2,의식변화
성인,일반,창백함 / 빈혈,1차,2,"열, 면역저하 상태"
성인,일반,창백함 / 빈혈,1차,2,패혈증 의증
성인,일반,창백함 / 빈혈,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,일반,창백함 / 빈혈,1차,3,경증 호흡곤란
성인,일반,창백함 / 빈혈,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,창백함 / 빈혈,1차,3,전신염증반응증후군
성인,일반,창백함 / 빈혈,1차,3,열 (아파 보임)
성인,일반,창백함 / 빈혈,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,일반,창백함 / 빈혈,1차,4,열 (건강해 보임)
성인,일반,창백함 / 빈혈,2차,4,창백함 / 빈혈
성인,일반,수술 후 합병증,1차,2,중등도 호흡곤란
성인,일반,수술 후 합병증,1차,2,혈역학적 장애
성인,일반,수술 후 합병증,1차,2,의식변화
성인,일반,수술 후 합병증,1차,2,"열, 면역저하 상태"
성인,일반,수술 후 합병증,1차,2,패혈증 의증
성인,일반,수술 후 합병증,1차,2,급성 중심성 중증 통증
성인,일반,수술 후 합병증,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,일반,수술 후 합병증,1차,3,경증 호흡곤란
성인,일반,수술 후 합병증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,수술 후 합병증,1차,3,전신염증반응증후군
성인,일반,수술 후 합병증,1차,3,열 (아파 보임)
성인,일반,수술 후 합병증,1차,3,급성 중심성 중등도 통증
성인,일반,수술 후 합병증,1차,3,급성 말초성 중증 통증
성인,일반,수술 후 합병증,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,일반,수술 후 합병증,1차,4,열 (건강해 보임)
성인,일반,수술 후 합병증,1차,4,급성 중심성 경증 통증
성인,일반,수술 후 합병증,2차,4,"정상 활력징후, 통증 없음, 일상적인 체크"
성인,일반,경증 및 비특이적 증상 호소,1차,2,중등도 호흡곤란
성인,일반,경증 및 비특이적 증상 호소,1차,2,혈역학적 장애
성인,일반,경증 및 비특이적 증상 호소,1차,2,의식변화
성인,일반,경증 및 비특이적 증상 호소,1차,2,"열, 면역저하 상태"
성인,일반,경증 및 비특이적 증상 호소,1차,2,패혈증 의증
성인,일반,경증 및 비특이적 증상 호소,1차,2,급성 중심성 중증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,3,경증 호흡곤란
성인,일반,경증 및 비특이적 증상 호소,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,일반,경증 및 비특이적 증상 호소,1차,3,전신염증반응증후군
성인,일반,경증 및 비특이적 증상 호소,1차,3,열 (아파 보임)
성인,일반,경증 및 비특이적 증상 호소,1차,3,급성 중심성 중등도 통증
성인,일반,경증 및 비특이적 증상 호소,1차,3,급성 말초성 중증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,3,만성 중심성 중증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,4,열 (건강해 보임)
성인,일반,경증 및 비특이적 증상 호소,1차,4,급성 중심성 경증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,4,급성 말초성 중등도 통증
성인,일반,경증 및 비특이적 증상 호소,1차,4,만성 중심성 중등도 통증
성인,일반,경증 및 비특이적 증상 호소,1차,4,만성 말초성 중증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,5,만성 중심성 경증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,5,급성 말초성 경증 통증
성인,일반,경증 및 비특이적 증상 호소,1차,5,만성 말초성 경증/중등도 통증
성인,일반,경증 및 비특이적 증상 호소,2차,5,경증 및 비특이적 증상 호소
